state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
MI,1970,9888844,11853,1259,,,,,,,,
MN,1970,4003872,3768,397,,,,,,,,
MO,1970,5197886,6089,1457,,,,,,,,
MP,1970,0,,,,,,,,,,
MS,1970,2529311,1029,188,,,,,,,,
MT,1970,744980,527,131,,,,,,,,
NB,1970,1716395,1325,281,,,,,,,,
NC,1970,5787276,4110,454,,,,,,,,
ND,1970,682639,470,62,,,,,,,,
NH,1970,753820,607,47,,,,,,,,
NJ,1970,7223284,14638,1499,,,,,,,,
NM,1970,1230803,1019,286,,,,,,,,
NV,1970,493862,1151,314,,,,,,,,
NY,1970,19379757,47785,4993,,,,,,,,
OH,1970,11194504,11885,1489,,,,,,,,
OK,1970,2962926,2250,253,,,,,,,,
OR,1970,2157158,2443,516,,,,,,,,
OT,1970,0,,,,,,,,,,
PA,1970,12474818,15070,1572,,,,,,,,
PR,1970,2689932,0,0,,,,,,,,
RI,1970,978540,1463,143,,,,,,,,
SC,1970,3144218,1688,195,,,,,,,,
SD,1970,761517,399,56,,,,,,,,
TN,1970,4279774,3253,675,,,,,,,,
TX,1970,12153546,11488,2104,,,,,,,,
UT,1970,1143911,860,207,,,,,,,,
VA,1970,5026009,4502,714,,,,,,,,
VI,1970,0,,,,,,,,,,
VT,1970,482187,173,24,,,,,,,,
WA,1970,3898636,4105,803,,,,,,,,
WI,1970,4650520,4887,586,,,,,,,,
WV,1970,1810337,630,63,,,,,,,,
WY,1970,363992,326,117,,,,,,,,
AK,1971,320344,223,15,238,20,71,91,243,86,329,1.03
AL,1971,4018343,2778,288,1179,17,74,91,2795,362,1270,0.32
AR,1971,2280869,1318,69,551,12,49,61,1330,118,612,0.27
AS,1971,0,,,,,,,,,,
AZ,1971,1994391,3130,338,2021,16,296,312,3146,634,2333,1.17
CA,1971,20546248,34654,4331,18707,376,2872,3248,35030,7203,21955,1.07
CO,1971,2531857,3253,293,793,61,72,133,3314,365,926,0.37
CT,1971,3271754,4903,192,2458,21,172,193,4924,364,2651,0.81
CZ,1971,44650,0,0,,,,,,,,
DC,1971,741000,4947,703,,,,,,,,
DE,1971,571013,521,30,285,5,25,30,526,55,315,0.55
FL,1971,7080339,11456,2919,7180,93,1028,1121,11549,3947,8301,1.17
FS,1971,0,,,,,,,,,,
GA,1971,5104809,4324,219,1384,28,73,101,4352,292,1485,0.29
GM,1971,173852,0,0,,,,,,,,
HI,1971,791801,1635,132,1564,20,195,215,1655,327,1779,2.25
IA,1971,3009280,2304,219,952,42,138,180,2346,357,1132,0.38
ID,1971,809038,828,31,185,71,4,75,899,35,260,0.32
IL,1971,11916581,21339,3823,1792,50,175,225,21389,3998,2017,0.17
IN,1971,5967643,5587,328,3133,116,345,461,5703,673,3594,0.6
KS,1971,2333542,2656,322,463,40,53,93,2696,375,556,0.24
KY,1971,3337499,3055,325,1351,27,190,217,3082,515,1568,0.47
LA,1971,4096866,4926,408,2588,118,221,339,5044,629,2927,0.71
MA,1971,6053179,11119,533,3811,8,124,132,11127,657,3943,0.65
MD,1971,4134188,7021,525,673,4,34,38,7025,559,711,0.17
ME,1971,1135127,1047,42,50,2,0,2,1049,42,52,0.05
MI,1971,9388050,14680,910,7101,127,390,517,14807,1300,7618,0.81
MN,1971,4205227,4234,253,940,12,88,100,4246,341,1040,0.25
MO,1971,5252271,6777,799,4313,35,493,528,6812,1292,4841,0.92
MP,1971,0,,,,,,,,,,
MS,1971,2980025,1548,185,268,7,13,20,1555,198,288,0.1
MT,1971,824881,755,53,55,0,20,20,755,73,75,0.09
NB,1971,1677505,1606,182,658,10,87,97,1616,269,755,0.45
NC,1971,5636233,4897,277,551,27,23,50,4924,300,601,0.11
ND,1971,660635,505,18,98,6,3,9,511,21,107,0.16
NH,1971,788129,755,37,108,4,5,9,759,42,117,0.15
NJ,1971,7368107,15970,1035,4806,83,268,351,16053,1303,5157,0.7
NM,1971,1248851,1273,209,153,17,12,29,1290,221,182,0.15
NV,1971,516427,1295,49,370,18,92,110,1313,141,480,0.93
NY,1971,19979850,47338,2665,35659,350,696,1046,47688,3361,36705,1.84
OH,1971,11518928,12932,718,5408,101,313,414,13033,1031,5822,0.51
OK,1971,2913331,2788,146,983,12,58,70,2800,204,1053,0.36
OR,1971,2219421,2692,248,1084,61,168,229,2753,416,1313,0.59
OT,1971,0,,,,,,,,,,
PA,1971,12830233,15616,1164,14704,114,638,752,15730,1802,15456,1.2
PR,1971,2689932,0,0,,,,,,,,
RI,1971,973367,1668,97,1193,7,60,67,1675,157,1260,1.29
SC,1971,2773713,1984,187,800,10,57,67,1994,244,867,0.31
SD,1971,730208,494,37,122,7,12,19,501,49,141,0.19
TN,1971,4370895,3739,434,2353,41,205,246,3780,639,2599,0.59
TX,1971,12664365,12628,1147,6718,134,823,957,12762,1970,7675,0.61
UT,1971,1306721,1151,148,208,7,13,20,1158,161,228,0.17
VA,1971,5250195,4937,410,802,4,71,75,4941,481,877,0.17
VI,1971,0,,,,,,,,,,
VT,1971,498007,255,10,83,1,12,13,256,22,96,0.19
WA,1971,3995049,4596,457,566,23,58,81,4619,515,647,0.16
WI,1971,5139596,8265,368,4347,97,226,323,8362,594,4670,0.91
WV,1971,1902493,1364,171,207,0,10,10,1364,181,217,0.11
WY,1971,368197,404,35,69,1,20,21,405,55,90,0.24
AK,1972,329428,449,30,479,24,138,162,473,168,641,1.95
AL,1972,3784070,4588,619,4231,130,420,550,4718,1039,4781,1.26
AR,1972,2278465,2184,205,2369,71,176,247,2255,381,2616,1.15
AS,1972,0,,,,,,,,,,
AZ,1972,2052846,4060,594,4654,106,591,697,4166,1185,5351,2.61
CA,1972,21255617,48888,5765,54244,1306,9205,10511,50194,14970,64755,3.05
CO,1972,2500212,4113,390,4457,189,576,765,4302,966,5222,2.09
CT,1972,3406256,6173,346,6518,66,457,523,6239,803,7041,2.07
CZ,1972,44650,0,0,,,,,,,,
DC,1972,748000,5265,313,5578,173,377,550,5438,690,6128,8.19
DE,1972,571358,1263,96,1238,5,151,156,1268,247,1394,2.44
FL,1972,7275589,13146,2304,15439,321,2480,2801,13467,4784,18240,2.51
FS,1972,0,,,,,,,,,,
GA,1972,5217839,6895,408,7139,144,787,931,7039,1195,8070,1.55
GM,1972,173852,,,,,,,,,,
HI,1972,840737,2306,221,2144,23,164,187,2329,385,2331,2.77
IA,1972,3089260,3071,247,3315,91,384,475,3162,631,3790,1.23
ID,1972,839880,1118,30,1098,177,88,265,1295,118,1363,1.62
IL,1972,12272712,24930,1991,26515,312,2115,2427,25242,4106,28942,2.36
IN,1972,5729751,7298,643,7916,222,764,986,7520,1407,8902,1.55
KS,1972,2356085,3221,407,3600,168,398,566,3389,805,4166,1.77
KY,1972,3344627,3928,545,4357,117,384,501,4045,929,4858,1.45
LA,1972,4383593,6508,623,6984,364,517,881,6872,1140,7865,1.79
MA,1972,6090037,13054,872,13714,74,542,616,13128,1414,14330,2.35
MD,1972,4464248,8803,1229,8212,93,662,755,8896,1891,8967,2.01
ME,1972,1202587,1557,98,1622,21,68,89,1578,166,1711,1.42
MI,1972,9443156,17093,1291,16672,355,1239,1594,17448,2530,18266,1.93
MN,1972,3924160,5080,280,5228,105,425,530,5185,705,5758,1.47
MO,1972,5229654,8041,1390,9314,138,923,1061,8179,2313,10375,1.98
MP,1972,0,,,,,,,,,,
MS,1972,2741817,2787,350,3098,91,343,434,2878,693,3532,1.29
MT,1972,812614,1168,81,1219,22,224,246,1190,305,1465,1.8
NB,1972,1673588,2162,230,2343,56,291,347,2218,521,2690,1.61
NC,1972,5993286,7379,436,7662,249,409,658,7628,845,8320,1.39
ND,1972,672471,665,44,709,56,60,116,721,104,825,1.23
NH,1972,848238,1160,90,1230,29,74,103,1189,164,1333,1.57
NJ,1972,7525198,18469,1420,19527,212,1308,1520,18681,2728,21047,2.8
NM,1972,1263537,1720,286,1938,97,312,409,1817,598,2347,1.86
NV,1972,544375,1458,78,1536,82,365,447,1540,443,1983,3.64
NY,1972,21378968,55146,2651,57632,581,1900,2481,55727,4551,60113,2.81
OH,1972,11950970,16482,1303,17507,363,1576,1939,16845,2879,19446,1.63
OK,1972,2954601,3914,311,4143,81,244,325,3995,555,4468,1.51
OR,1972,2331573,4384,293,4656,321,719,1040,4705,1012,5696,2.44
OT,1972,0,,,,,,,,,,
PA,1972,14344320,22583,1574,24078,159,1203,1362,22742,2777,25440,1.77
PR,1972,2689932,0,0,,,,,,,,
RI,1972,975363,2068,144,2212,12,73,85,2080,217,2297,2.36
SC,1972,3106336,3230,298,3375,49,180,229,3279,478,3604,1.16
SD,1972,778789,868,140,1008,40,58,98,908,198,1106,1.42
TN,1972,4544432,6423,594,6938,123,781,904,6546,1375,7842,1.73
TX,1972,12847654,17502,1913,18903,541,2872,3413,18043,4785,22316,1.74
UT,1972,1267269,1622,146,1762,16,191,207,1638,337,1969,1.55
VA,1972,5116198,6805,621,7312,121,759,880,6926,1380,8192,1.6
VI,1972,0,,,,,,,,,,
VT,1972,485572,609,85,686,17,113,130,626,198,816,1.68
WA,1972,3687915,5480,917,6382,170,744,914,5650,1661,7296,1.98
WI,1972,4777503,8573,647,9180,166,630,796,8739,1277,9976,2.09
WV,1972,2028015,2164,192,2356,62,311,373,2226,503,2729,1.35
WY,1972,372777,554,49,591,17,109,126,571,158,717,1.92
AK,1973,399145,421,24,445,28,140,168,449,164,613,1.54
AL,1973,4748421,5715,546,6244,202,520,722,5917,1066,6966,1.47
AR,1973,2801186,2608,205,2808,89,289,378,2697,494,3186,1.14
AS,1973,0,,,,,,,,,,
AZ,1973,3320546,5576,546,6122,187,869,1056,5763,1415,7178,2.16
CA,1973,20876397,38484,3882,42314,1320,8279,9599,39804,12161,51913,2.49
CO,1973,3505471,5190,354,5535,357,778,1135,5547,1132,6670,1.9
CT,1973,4736933,8070,307,8376,104,488,592,8174,795,8968,1.89
CZ,1973,44650,0,0,,,,,,,,
DC,1973,746000,4780,279,5059,157,386,543,4937,665,5602,7.51
DE,1973,663763,1078,72,1150,16,141,157,1094,213,1307,1.97
FL,1973,7698209,14234,1683,15914,832,2413,3245,15066,4096,19159,2.49
FS,1973,0,,,,,,,,,,
GA,1973,5918113,7714,409,8076,311,623,934,8025,1032,9010,1.52
GM,1973,173852,,,,,,,,,,
HI,1973,988680,2537,175,2424,12,284,296,2549,459,2720,2.75
IA,1973,4222879,4061,291,4349,167,604,771,4228,895,5120,1.21
ID,1973,999028,1228,49,1270,200,156,356,1428,205,1626,1.63
IL,1973,12567386,25480,1516,26966,440,2254,2694,25920,3770,29660,2.36
IN,1973,6453355,8358,468,8826,290,808,1098,8648,1276,9924,1.54
KS,1973,3222062,4270,413,4677,237,710,947,4507,1123,5624,1.75
KY,1973,3361358,3446,351,3737,132,348,480,3578,699,4217,1.25
LA,1973,4868370,7394,376,7699,583,585,1168,7977,961,8867,1.82
MA,1973,7733292,16740,783,17380,113,682,795,16853,1465,18175,2.35
MD,1973,4275824,7595,553,8148,127,845,972,7722,1398,9120,2.13
ME,1973,1483508,1590,100,1690,33,73,106,1623,173,1796,1.21
MI,1973,9339710,15747,1030,15920,465,1162,1627,16212,2192,17547,1.88
MN,1973,3902593,4708,245,4913,107,440,547,4815,685,5460,1.4
MO,1973,5709587,8216,818,9017,210,897,1107,8426,1715,10124,1.77
MP,1973,0,,,,,,,,,,
MS,1973,2749309,2679,230,2897,125,236,361,2804,466,3258,1.19
MT,1973,744951,922,52,958,20,183,203,942,235,1161,1.56
NB,1973,1685868,2039,145,2168,71,363,434,2110,508,2602,1.54
NC,1973,7054953,8551,441,8965,309,507,816,8860,948,9781,1.39
ND,1973,743233,641,15,656,66,36,102,707,51,758,1.02
NH,1973,965357,1213,74,1283,32,87,119,1245,161,1402,1.45
NJ,1973,7889848,18758,1171,19904,219,1363,1582,18977,2534,21486,2.72
NM,1973,1324285,1682,198,1880,111,305,416,1793,503,2296,1.73
NV,1973,563076,2037,95,2132,114,550,664,2151,645,2796,4.97
NY,1973,20319555,50004,5398,55272,904,1104,2008,50908,6502,57280,2.82
OH,1973,13580019,18976,1258,20023,430,1805,2235,19406,3063,22258,1.64
OK,1973,3483582,4581,282,4847,145,343,488,4726,625,5335,1.53
OR,1973,2466635,3106,291,3380,318,612,930,3424,903,4310,1.75
OT,1973,0,,,,,,,,,,
PA,1973,15233882,22620,1397,24017,187,1054,1241,22807,2451,25258,1.66
PR,1973,2689932,0,0,,,,,,,,
RI,1973,1450866,2466,174,2640,14,115,129,2480,289,2769,1.91
SC,1973,3977025,4313,309,4604,99,292,391,4412,601,4995,1.26
SD,1973,845700,700,47,739,55,66,121,755,113,860,1.02
TN,1973,5533012,6900,730,7582,188,647,835,7088,1377,8417,1.52
TX,1973,16482734,22002,1993,23938,885,3154,4039,22887,5147,27977,1.7
UT,1973,1450921,1709,184,1883,34,305,339,1743,489,2222,1.53
VA,1973,5694037,6901,533,7417,177,742,919,7078,1275,8336,1.46
VI,1973,0,,,,,,,,,,
VT,1973,574132,528,31,559,18,65,83,546,96,642,1.12
WA,1973,3833304,5149,465,5587,216,768,984,5365,1233,6571,1.71
WI,1973,4613073,7896,405,8265,169,576,745,8065,981,9010,1.95
WV,1973,2019768,1916,162,2078,57,238,295,1973,400,2373,1.17
WY,1973,403040,493,45,538,18,122,140,511,167,678,1.68
AK,1974,361129,367,23,390,23,103,126,390,126,516,1.43
AL,1974,4131885,5151,466,5607,186,534,720,5337,1000,6327,1.53
AR,1974,2500755,2242,204,2446,99,272,371,2341,476,2817,1.13
AS,1974,0,,,,,,,,,,
AZ,1974,2383850,4201,526,4727,121,784,905,4322,1310,5632,2.36
CA,1974,21313836,39477,4396,43839,1436,8782,10218,40913,13178,54057,2.54
CO,1974,2761096,4783,322,5105,349,752,1101,5132,1074,6206,2.25
CT,1974,3363904,5546,214,5759,65,383,448,5611,597,6207,1.85
CZ,1974,44650,0,0,,,,,,,,
DC,1974,723000,4347,466,4813,250,495,745,4597,961,5558,7.69
DE,1974,574237,762,67,829,16,105,121,778,172,950,1.65
FL,1974,9356285,17924,2518,20439,956,3423,4379,18880,5941,24818,2.65
FS,1974,0,,,,,,,,,,
GA,1974,6065397,8875,547,9375,468,933,1401,9343,1480,10776,1.78
GM,1974,86926,0,0,,,,,,,,
HI,1974,881824,2126,185,2023,11,263,274,2137,448,2297,2.6
IA,1974,3156164,3092,290,3379,139,536,675,3231,826,4054,1.28
ID,1974,862500,1102,43,1139,175,154,329,1277,197,1468,1.7
IL,1974,11920194,25137,1583,26716,480,2234,2714,25617,3817,29430,2.47
IN,1974,6187639,7676,447,8123,304,902,1206,7980,1349,9329,1.51
KS,1974,2429355,3164,298,3456,212,538,750,3376,836,4206,1.73
KY,1974,3377977,4041,366,4347,159,477,636,4200,843,4983,1.48
LA,1974,4404727,7215,430,7633,567,665,1232,7782,1095,8865,2.01
MA,1974,6395523,12906,601,13507,99,700,799,13005,1301,14306,2.24
MD,1974,4892709,11422,852,12274,192,1342,1534,11614,2194,13808,2.82
ME,1974,1382360,1601,109,1710,27,86,113,1628,195,1823,1.32
MI,1974,9745769,16818,1240,17916,465,1539,2004,17283,2779,19920,2.04
MN,1974,4298182,5189,299,5483,122,555,677,5311,854,6160,1.43
MO,1974,5331405,8483,852,9327,253,1087,1340,8736,1939,10667,2
MP,1974,0,,,,,,,,,,
MS,1974,2817122,2807,231,3032,136,255,391,2943,486,3423,1.22
MT,1974,828658,1030,92,1115,24,213,237,1054,305,1352,1.63
NB,1974,1641946,2104,186,2283,72,382,454,2176,568,2737,1.67
NC,1974,6084496,7803,512,8309,314,548,862,8117,1060,9171,1.51
ND,1974,814021,812,28,840,99,67,166,911,95,1006,1.24
NH,1974,932793,1152,96,1248,38,88,126,1190,184,1374,1.47
NJ,1974,7363912,18782,1242,19999,266,1421,1687,19048,2663,21686,2.94
NM,1974,1192364,1799,242,2041,109,371,480,1908,613,2521,2.11
NV,1974,626940,1869,89,1958,136,471,607,2005,560,2565,4.09
NY,1974,21188697,55408,2753,58109,989,4707,5696,56397,7460,63805,3.01
OH,1974,11857400,16108,1025,17029,418,1683,2101,16526,2708,19130,1.61
OK,1974,3030890,4079,310,4384,167,390,557,4246,700,4941,1.63
OR,1974,2554697,3320,262,3576,347,589,936,3667,851,4512,1.77
OT,1974,0,,,,,,,,,,
PA,1974,12050944,18558,1262,19820,150,883,1033,18708,2145,20853,1.73
PR,1974,2689932,0,0,,,,,,,,
RI,1974,943041,1755,128,1883,11,73,84,1766,201,1967,2.09
SC,1974,3366909,4022,261,4283,72,373,445,4094,634,4728,1.4
SD,1974,849705,817,49,866,42,104,146,859,153,1012,1.19
TN,1974,4645332,5842,577,6419,164,602,766,6006,1179,7185,1.55
TX,1974,13342220,17895,1513,19374,725,2888,3613,18620,4401,22987,1.72
UT,1974,1356784,1490,186,1670,37,281,318,1527,467,1988,1.47
VA,1974,5402718,6822,482,7304,229,832,1061,7051,1314,8365,1.55
VI,1974,0,,,,,,,,,,
VT,1974,503943,461,31,492,24,60,84,485,91,576,1.14
WA,1974,3602059,4968,379,5337,214,796,1010,5182,1175,6347,1.76
WI,1974,4586633,8209,399,8572,175,667,842,8384,1066,9414,2.05
WV,1974,1926296,1820,157,1977,72,218,290,1892,375,2267,1.18
WY,1974,404178,510,37,547,41,108,149,551,145,696,1.72
AK,1975,356226,352,30,382,23,103,126,375,133,508,1.43
AL,1975,4395571,5694,598,6282,232,609,841,5926,1207,7123,1.62
AR,1975,2442233,2468,245,2713,152,301,453,2620,546,3166,1.3
AS,1975,0,,,,,,,,,,
AZ,1975,2440541,4633,649,5282,159,923,1082,4792,1572,6364,2.61
CA,1975,21476768,40191,5070,45227,1643,9264,10907,41834,14334,56134,2.61
CO,1975,2699965,5460,533,5993,306,950,1256,5766,1483,7249,2.68
CT,1975,3562726,5866,283,6148,84,430,514,5950,713,6662,1.87
CZ,1975,44650,0,0,,,,,,,,
DC,1975,716000,4243,478,4721,340,330,670,4583,808,5391,7.53
DE,1975,580744,826,77,903,17,106,123,843,183,1026,1.77
FL,1975,9585324,19317,2988,22303,1400,3990,5390,20717,6978,27693,2.89
FS,1975,0,,,,,,,,,,
GA,1975,6012820,9168,611,9732,566,1097,1663,9734,1708,11395,1.9
GM,1975,86926,,,,,,,,,,
HI,1975,896842,2254,133,2099,24,273,297,2278,406,2396,2.67
IA,1975,3061206,3199,266,3465,155,551,706,3354,817,4171,1.36
ID,1975,853210,1378,42,1414,187,201,388,1565,243,1802,2.11
IL,1975,11942053,25786,1933,27715,606,2800,3406,26392,4733,31121,2.61
IN,1975,5760755,7333,581,7914,295,1011,1306,7628,1592,9220,1.6
KS,1975,2770743,3830,400,4230,292,731,1023,4122,1131,5253,1.9
KY,1975,3401092,4113,425,4478,164,522,686,4277,947,5164,1.52
LA,1975,4879878,8278,524,8802,774,604,1378,9052,1128,10180,2.09
MA,1975,6267852,12985,647,13632,136,695,831,13121,1342,14463,2.31
MD,1975,4344782,11176,828,12004,213,1389,1602,11389,2217,13606,3.13
ME,1975,1164820,1584,132,1716,34,114,148,1618,246,1864,1.6
MI,1975,9389295,16580,1213,17697,634,1640,2274,17214,2853,19971,2.13
MN,1975,4235600,5709,391,6095,165,667,832,5874,1058,6927,1.64
MO,1975,5290095,8626,1020,9638,299,1201,1500,8925,2221,11138,2.11
MP,1975,0,,,,,,,,,,
MS,1975,2986067,2930,315,3239,144,301,445,3074,616,3684,1.23
MT,1975,845848,1098,127,1221,24,249,273,1122,376,1494,1.77
NB,1975,1645962,2142,195,2330,60,430,490,2202,625,2820,1.71
NC,1975,6441630,8740,702,9431,387,822,1209,9127,1524,10640,1.65
ND,1975,752523,893,37,930,101,61,162,994,98,1092,1.45
NH,1975,925251,1207,89,1296,39,110,149,1246,199,1445,1.56
NJ,1975,7371965,19350,1360,20685,326,1658,1984,19676,3018,22669,3.08
NM,1975,1153320,1812,226,2038,134,375,509,1946,601,2547,2.21
NV,1975,594867,1825,96,1921,126,483,609,1951,579,2530,4.25
NY,1975,21560818,55565,6009,61574,651,1855,2506,56216,7864,64080,2.97
OH,1975,12402492,16836,1399,18159,489,1915,2404,17325,3314,20563,1.66
OK,1975,2906272,4099,345,4434,160,481,641,4259,826,5075,1.75
OR,1975,2429067,3450,302,3746,411,665,1076,3861,967,4822,1.99
OT,1975,0,,,,,,,,,,
PA,1975,12516216,19985,1343,21328,227,1057,1284,20212,2400,22612,1.81
PR,1975,3045000,0,0,,,,,,,,
RI,1975,950831,1874,188,2062,13,113,126,1887,301,2188,2.3
SC,1975,3882655,5137,421,5558,157,543,700,5294,964,6258,1.61
SD,1975,784697,742,73,815,44,122,166,786,195,981,1.25
TN,1975,5082039,6507,640,7147,184,695,879,6691,1335,8026,1.58
TX,1975,13384146,18710,1745,20450,956,2959,3915,19666,4704,24365,1.82
UT,1975,1319731,1521,194,1709,30,285,315,1551,479,2024,1.53
VA,1975,5171406,7194,516,7710,284,1021,1305,7478,1537,9015,1.74
VI,1975,0,,,,,,,,,,
VT,1975,507703,459,42,501,21,63,84,480,105,585,1.15
WA,1975,3829920,5091,456,5537,222,898,1120,5313,1354,6657,1.74
WI,1975,4629355,8447,448,8859,216,790,1006,8663,1238,9865,2.13
WV,1975,1999629,2076,246,2322,81,288,369,2157,534,2691,1.35
WY,1975,410479,571,32,603,24,164,188,595,196,791,1.93
AK,1976,388712,344,15,359,36,114,150,380,129,509,1.31
AL,1976,4516181,6487,704,7191,342,729,1071,6829,1433,8262,1.83
AR,1976,2549158,2645,247,2892,215,299,514,2860,546,3406,1.34
AS,1976,0,,,,,,,,,,
AZ,1976,2322104,4370,607,4977,178,937,1115,4548,1544,6092,2.62
CA,1976,21941777,40184,5349,45499,1778,9117,10895,41962,14466,56394,2.57
CO,1976,2965977,5963,548,6511,356,1120,1476,6319,1668,7987,2.69
CT,1976,3584148,5777,255,6031,88,491,579,5865,746,6610,1.84
CZ,1976,44650,0,0,,,,,,,,
DC,1976,702000,4021,264,4285,319,342,661,4340,606,4946,7.05
DE,1976,583083,811,63,874,18,101,119,829,164,993,1.7
FL,1976,8587082,17412,2363,19773,1144,3649,4793,18556,6012,24566,2.86
FS,1976,0,,,,,,,,,,
GA,1976,5588007,8873,730,9556,597,980,1577,9470,1710,11133,1.99
GM,1976,173852,0,0,,,,,,,,
HI,1976,918842,2254,135,2101,29,280,309,2283,415,2410,2.62
IA,1976,2993847,3148,277,3425,127,602,729,3275,879,4154,1.39
ID,1976,857428,1399,45,1438,213,183,396,1612,228,1834,2.14
IL,1976,11646474,25405,1891,27292,566,2920,3486,25971,4811,30778,2.64
IN,1976,5679777,7335,757,8092,334,973,1307,7669,1730,9399,1.65
KS,1976,2538538,3546,354,3900,283,652,935,3829,1006,4835,1.9
KY,1976,3447027,4461,415,4831,180,741,921,4641,1156,5752,1.67
LA,1976,4299015,8186,549,8735,786,694,1480,8972,1243,10215,2.38
MA,1976,6453253,13287,699,13986,143,748,891,13430,1447,14877,2.31
MD,1976,4202162,11315,884,12199,245,1430,1675,11560,2314,13874,3.3
ME,1976,1072206,1373,108,1481,34,110,144,1407,218,1625,1.52
MI,1976,9328428,16127,1226,17285,761,1793,2554,16888,3019,19839,2.13
MN,1976,4219239,5970,420,6385,136,780,916,6106,1200,7301,1.73
MO,1976,5348548,8386,968,9348,360,1209,1569,8746,2177,10917,2.04
MP,1976,0,,,,,,,,,,
MS,1976,2832845,2725,263,2982,152,350,502,2877,613,3484,1.23
MT,1976,811673,1051,110,1157,28,288,316,1079,398,1473,1.81
NB,1976,1662169,2145,210,2350,59,485,544,2204,695,2894,1.74
NC,1976,5992671,8420,729,9138,393,798,1191,8813,1527,10329,1.72
ND,1976,731066,903,67,970,81,90,171,984,157,1141,1.56
NH,1976,904600,1199,109,1308,42,120,162,1241,229,1470,1.63
NJ,1976,7359936,19964,1458,21397,348,2071,2419,20312,3529,23816,3.24
NM,1976,1235422,1882,290,2172,128,437,565,2010,727,2737,2.22
NV,1976,614395,1826,111,1937,134,495,629,1960,606,2566,4.18
NY,1976,19477953,46001,3180,49181,624,3025,3649,46625,6205,52830,2.71
OH,1976,12381128,17002,1394,18259,539,2040,2579,17541,3434,20838,1.68
OK,1976,3046352,4290,313,4598,193,508,701,4483,821,5299,1.74
OR,1976,2366983,3318,303,3618,440,503,943,3758,806,4561,1.93
OT,1976,0,,,,,,,,,,
PA,1976,12434541,20047,1338,21385,373,1166,1539,20420,2504,22924,1.84
PR,1976,3045000,0,0,,,,,,,,
RI,1976,942630,1813,202,2015,20,133,153,1833,335,2168,2.3
SC,1976,2943792,4093,359,4452,133,422,555,4226,781,5007,1.7
SD,1976,964744,941,108,1048,40,156,196,981,264,1244,1.29
TN,1976,4882123,6936,651,7587,210,734,944,7146,1385,8531,1.75
TX,1976,13381029,19530,2009,21361,1039,3253,4292,20569,5262,25653,1.92
UT,1976,1418750,1656,194,1844,43,306,349,1699,500,2193,1.55
VA,1976,5076952,7468,515,7983,344,1083,1427,7812,1598,9410,1.85
VI,1976,0,,,,,,,,,,
VT,1976,553670,476,37,513,28,78,106,504,115,619,1.12
WA,1976,3681994,4949,442,5381,226,878,1104,5175,1320,6485,1.76
WI,1976,4631355,8431,405,8800,235,818,1053,8666,1223,9853,2.13
WV,1976,2133328,2150,247,2397,74,310,384,2224,557,2781,1.3
WY,1976,428499,612,42,654,28,186,214,640,228,868,2.03
AK,1977,450775,391,23,414,35,118,153,426,141,567,1.26
AL,1977,3886891,5826,777,6603,283,803,1086,6109,1580,7689,1.98
AR,1977,2587669,2929,322,3251,277,381,658,3206,703,3909,1.51
AS,1977,0,,,,,,,,,,
AZ,1977,2311984,4358,831,5189,168,1057,1225,4526,1888,6414,2.77
CA,1977,23079225,48164,6513,54643,2218,11373,13591,50382,17886,68234,2.96
CO,1977,3181482,6338,544,6882,384,1295,1679,6722,1839,8561,2.69
CT,1977,3860284,6314,315,6628,114,575,689,6428,890,7317,1.9
CZ,1977,44650,0,0,,,,,,,,
DC,1977,690000,3890,251,4141,276,334,610,4166,585,4751,6.89
DE,1977,661054,1073,91,1164,22,162,184,1095,253,1348,2.04
FL,1977,8654901,16929,2865,19792,1089,4147,5236,18018,7012,25028,2.89
FS,1977,0,,,,,,,,,,
GA,1977,6073656,10686,807,11493,692,1462,2154,11378,2269,13647,2.25
GM,1977,86926,0,0,,,,,,,,
HI,1977,926842,2229,132,2073,28,290,318,2257,422,2391,2.58
IA,1977,3151729,3420,322,3742,133,711,844,3553,1033,4586,1.46
ID,1977,885529,1326,78,1398,197,238,435,1523,316,1833,2.07
IL,1977,12252406,26848,1943,28787,818,3136,3954,27666,5079,32741,2.67
IN,1977,5930112,7587,774,8361,378,1241,1619,7965,2015,9980,1.68
KS,1977,2542990,3648,341,3989,276,773,1049,3924,1114,5038,1.98
KY,1977,3565455,4047,513,4515,212,422,634,4259,935,5149,1.44
LA,1977,4144767,8021,517,8538,942,622,1564,8963,1139,10102,2.44
MA,1977,6062607,12854,602,13456,172,790,962,13026,1392,14418,2.38
MD,1977,4196952,9304,756,10060,294,1170,1464,9598,1926,11524,2.75
ME,1977,1099466,1473,133,1606,41,156,197,1514,289,1803,1.64
MI,1977,9986138,17921,1331,19222,1237,2033,3270,19158,3364,22492,2.25
MN,1977,4211568,6013,469,6477,156,824,980,6169,1293,7457,1.77
MO,1977,5331127,9531,1622,11147,456,1588,2044,9987,3210,13191,2.47
MP,1977,0,,,,,,,,,,
MS,1977,2832002,2865,233,3092,215,361,576,3080,594,3668,1.3
MT,1977,903205,1481,126,1603,40,427,467,1521,553,2070,2.29
NB,1977,1723859,2578,264,2840,66,596,662,2644,860,3502,2.03
